node_id,x,y,demand_kg,priority,lb,ub,service_time_min
1,14.894532790027553,10.47739576119272,3.459721286364225,low,0.0551752104943676,240.0273733490168,1.334288818235702
2,10.053985420356641,13.691257580348925,2.88277749959098,low,0.0,239.87035028131228,1.0589352954115065
3,13.594894368249841,17.958747509665123,1.4494892379649564,low,0.0,240.24823315169021,0.6830430934041332
4,5.721004164604095,8.791001818937655,3.302876874312614,medium,0.0,119.85216744117126,1.1620566201717966
5,6.77817630183557,2.4029589453340483,1.9335083236777062,high,0.006973868381678934,60.174946549918275,1.0302024449787814
6,1.1789338316982367,15.251149404948308,3.817462629177479,high,0.0,59.73882373472216,0.6441691713487258
7,13.17551439785083,15.20466397044099,1.505150228603311,low,0.0,239.95652871325845,1.0844740286628824
8,1.4751548319923957,3.984755732321821,3.3559876088216796,high,0.05607611065127033,59.99699683582136,0.8444260318463582
9,0.6418985345639383,4.6940422549198235,1.1002162827647415,medium,0.08351761526893196,119.96275634883145,1.357994298819376
10,14.12345343103945,4.150427796315661,1.0112568176343637,medium,0.09813878891059893,119.99973175753988,1.2592002358507641
11,5.730181057493993,15.053936536932133,1.7979309938876558,low,0.0,240.12260334104042,0.818866310244783
12,19.63563196544621,14.365438188905093,4.028715172306404,low,0.0,239.95985891460052,0.8593126266811669
13,17.31446401649315,7.7488273259324565,0.5602817957285513,low,0.0,239.91901267008026,0.6050749955123903
14,10.72390482354076,6.27530678267278,2.32961974843538,high,0.16096526872624634,60.045287387357995,0.504985120267581
15,7.540164741007476,7.579612446340631,3.7034364778011137,high,0.06282749499671261,60.11529075565854,1.4368533475441807
16,8.880807103622681,2.130287930800787,3.801833321091957,low,0.1670545003071895,239.8796161762904,0.7144478936273301
17,11.093543778819253,8.361310358154752,3.876226060136782,low,0.005794454457304898,240.20983687349883,0.9385215855644243
18,18.41372710049339,4.153498899214155,4.315221994566947,medium,0.022345359891333766,120.30981361406181,0.823366467789911
19,17.45783365468277,5.509546136617212,1.7521006747253507,high,0.0,60.02434141836635,1.4813579323339414
20,18.76907455806005,9.270078680484787,2.7839236186455163,low,0.0,239.93381902043134,0.9359942367503513
21,19.81143983684352,5.096041843200075,3.7098069099787945,medium,0.04418000501625125,120.04872426275901,0.7501563418756918
22,17.537894533069334,15.613901451559595,1.290033980928479,low,0.0,239.89736939485766,1.2128567504620542
23,1.3829278956724989,11.299643806828481,4.112830116172465,high,0.0,59.794019134364746,0.7986288855107271
24,11.740736097727574,12.437098076981442,3.226915432678472,high,0.0,60.07162961614014,0.759249771892015
25,16.753725228397723,11.232663560212096,1.7733734128686836,medium,0.0,120.07541624410234,1.1754259252089052
26,3.3098768516316213,14.277129480518607,3.0379975177964003,medium,0.0,119.93179939268059,0.7933450998008422
27,19.69163378738497,2.8022990274698345,3.216251302044735,high,0.0,60.04798542389072,1.4980398396723258
28,7.0027963899843275,0.6901669617977468,1.4792888423985393,medium,0.0,119.98443141028746,0.8275370186919999
29,6.73308207640499,0.985307890406244,2.2696975204380934,medium,0.0,120.01402414376707,1.2608451745426787
30,18.39305080370646,10.79166613331822,3.390887571248635,high,0.12281325235153435,59.987297872872794,1.3584722015752688
31,1.345768526051454,4.027741821754849,1.1696911737800142,low,0.029850471725904104,240.1752137305907,0.5541763348589622
32,2.239669786438081,13.108512543248736,4.468998313274571,low,0.10211997103529305,240.00983093693148,1.498046308180436
33,19.985969340605052,16.82530898232156,1.8675443363291304,low,0.0,239.98265576857978,0.9329817063808697
34,4.062510302359601,5.0070721670789275,2.9107010076506086,medium,0.04784578357230499,119.79141238043027,0.5750624721366246
35,12.171190099314337,12.108703635732674,4.010729831217361,high,0.10226239980285909,60.10668810394788,0.5204531620785228
36,14.063794918854144,9.177743497736959,1.9780381411157415,medium,0.018622390286159366,120.01667001588955,1.132866316159022
37,16.460958825861915,10.650827047277197,0.6736104122760422,low,0.1548285482308814,239.96177726062118,1.0061809818517853
38,2.777244068665101,4.348315695426064,3.8181644814364413,high,0.12329242752671708,59.886137130370365,0.7380557789602015
39,9.512391269081252,5.176904045935742,2.207918574456255,medium,0.03980220650397442,120.02691923277354,0.5518892061699594
40,13.548786617528503,12.659032974844077,0.8823409090303516,medium,0.0,119.89518731263685,1.4085378834366813
41,3.530479691042061,16.52578729723198,2.9957229818251108,low,0.0003699748089239972,240.08026682030155,1.229917935797828
42,2.930183022719084,13.431370405081308,1.7306603685468223,high,0.0357491399652252,59.968448785075154,0.7338464216831695
43,0.8126940880689326,3.255678431032354,4.074152035514483,medium,0.0,120.23361800584968,1.0648320267603266
44,0.9643707304279681,5.012213791738094,1.8875937532845581,high,0.0,59.93051601928601,0.799721565165769
45,1.979809372157857,19.73828333185776,3.972191408893884,medium,0.02918005779299223,119.97772090271954,1.3676106609323413
46,3.2524042859087166,4.890868870560176,1.8755990593628944,medium,0.0,120.10036214471472,1.1911579320477643
47,4.882701791652093,14.138466865931727,2.5310827358906063,low,0.022900270905103846,239.84424114701378,1.4707469131607054
48,14.867847423321264,6.426655425508205,3.101572760118641,low,0.0,239.93124068162743,1.0946452259121124
49,19.745350858547,10.875091173355818,0.8491779352220772,low,0.0013390800882230873,239.90407338775992,1.0406880827437932
50,15.702901418870834,13.171964831052986,0.696910197050673,medium,0.0,119.97469324730272,0.8915934086884773
51,5.016778860347388,2.033438907880538,2.8825279965622723,low,0.0,240.09787563651287,1.1367578134837184
52,0.9904263257903323,17.63918684629445,1.2286465382686518,low,0.0,239.81102155353514,0.8837098973644057
53,6.810380460991217,15.662929576709445,1.2789979059943173,high,0.0,59.98233613992827,1.126664284594593
54,1.8827607110743916,0.6956643726254019,3.298550219415008,low,0.12737940878143095,239.61871802433947,0.6204168787966763
55,17.24138322248627,18.022701369209727,1.5710611188246006,low,0.0,239.91075731908833,1.3000117593829592
56,18.419300720283974,6.555976888942652,0.8883130493094291,low,0.3889191593837207,239.85318608414107,1.3839692717132972
57,7.6410568437793085,6.35951614054552,1.361569454736511,medium,0.1695834714168968,120.15851199510296,0.52826130946088
58,1.2213514772137213,3.1750817567438494,3.793045444413091,low,0.14582775419851432,239.899175259233,0.7347724406643996
59,16.88590731635369,19.530126287197074,3.569782698419404,medium,0.022668383786911585,120.0387315304012,0.6393744846538592
60,3.124187371296734,5.889310305684248,1.9236668245904869,high,0.0,60.10789567608608,1.456005494336506
61,0.12918550635138804,1.325251780462089,4.248173463423962,low,0.0,239.95933031886693,1.1647898235486451
62,1.7403971069448732,9.180996167228507,1.3951320653502792,medium,0.0,119.95430449013394,1.4254282602769983
63,7.82320906593668,7.620965757992533,3.4587969730869434,low,0.0,240.05526334298236,1.4091009222196265
64,4.970149333301213,1.1427157365332041,1.0470203547734647,high,0.0,60.01617063478354,0.8261790282252772
65,10.477111481905158,5.3871744994392445,2.223688303330158,medium,0.015851300264210146,120.00090625303218,0.6984668075925242
66,16.185834770656065,14.102817697626495,4.203535036133022,high,0.06008165179313044,60.10886891576157,0.6230086355615599
67,9.625090823061873,17.612159605801978,2.739429753408214,low,0.15331882548833584,240.10877217145963,1.4525385101132775
68,13.40244945847894,6.448350455607694,2.4250243627091455,medium,0.0,119.79845962182192,1.3683440848979136
