node_id,x,y,demand_kg,priority,lb,ub,service_time_min
1,11.332063002544842,12.224598015395102,2.8803904368288977,medium,0.0,120.04784988305964,0.887381903296927
2,8.568355344570344,9.745078927407928,0.9692997228675195,low,0.03531268222630752,239.7161850098194,0.9365224671944952
3,9.77442939341682,11.12550592868952,1.3228468767137436,low,0.03242892422575418,239.71237655121618,1.2813178683391708
4,7.679713589174094,9.119242037408739,4.0705801221864455,medium,0.05119626776611065,120.255490662647,0.9536996012827447
5,9.978583932306899,11.00298598926851,2.373656495019694,medium,0.2018997578882702,120.05947655936683,0.9914078079499703
6,9.407245533723556,11.23038987137349,2.883149561167872,high,0.21838027132305124,60.1075401718381,0.6245229396872642
7,7.116948178367714,8.767269209295634,1.2210035632128529,medium,0.0,119.99177110550121,0.9907771960640672
8,7.2089435146658225,6.05884680081863,1.3723128994397822,low,0.0,239.9691129469851,1.4163598562666082
9,10.684912263041687,12.07341654852075,2.4880481771574128,medium,0.0,119.994212577665,1.260330537761936
10,9.874780929598794,8.844699604177825,3.8142092519387076,low,0.08885131416746492,239.95668472510496,0.6042429870366718
11,7.547757981578096,10.031212143083387,4.134255778483507,low,0.07181624196927143,240.01355827362863,0.837286651839007
12,11.991537046681021,11.504589762442592,2.659440689132739,medium,0.04206971958184199,120.02918555381429,1.066991177033612
13,10.72002586931252,14.13082007942981,2.6199324814010265,high,0.12835930437657006,60.14466820791184,0.9116737440658149
14,8.86898382597007,10.919019044936114,2.5753048335224284,low,0.0,239.9299802156038,1.1027516689250012
15,10.926426351871848,10.190471313357794,1.5569018532551704,high,0.0,59.9596317637944,0.7222911997642473
16,8.832477541655336,10.984877774074244,4.431701003270855,low,0.0,239.76569002340867,0.6865208803543295
17,9.864549753929266,11.782340797724927,3.29726787786216,low,0.0,240.03373666128965,1.263929797417358
18,10.516950352055686,8.537651077048666,1.0352900209347253,high,0.0,59.99201369669737,1.163740220758136
19,7.874986327804317,10.038890770508202,3.338782183724706,medium,0.23851631163954928,120.1316812523467,0.9868751666974793
20,10.7418706483794,7.950066621157877,1.4307520564718268,low,0.09832615001515918,239.8423867034795,0.7370508215636874
21,10.782780226248342,11.845970466588778,3.0817876153327126,medium,0.09945213674805252,119.87153052483922,0.786333031209197
22,9.52911991098382,8.574366402518379,4.281353424845609,medium,0.06315866628632641,119.91448928191808,0.8166469107881204
23,10.045456470041602,11.963607980734043,2.8415655799767827,high,0.0,60.02003636462285,0.9158251898751381
24,12.203067805880025,7.944841273641327,4.0830187573035595,high,0.0,60.35720512683025,1.2177172545321857
25,9.290693464142363,12.021235925350302,3.3648137695139724,high,0.0,60.037180376037774,1.3511036188925454
26,11.436434650877942,7.6122176953923715,0.7114627711066062,medium,0.2352841082414323,119.95021306618263,1.191895562231485
27,10.619261689395966,5.878391374461487,3.44624670434172,low,0.0,240.0140723558096,1.0970160836342377
28,10.68272677777054,11.688804166339407,2.123855559023154,low,0.0,239.95477770762756,1.3506039038185853
29,9.786455491843977,9.608153834845272,1.502837251135861,high,0.2670627517329633,60.0173167220558,0.9324341492963821
30,7.531152551868379,8.83423840133143,3.6488082897123815,low,0.018443076413346887,240.17835224096285,0.7071192483370048
31,8.25551703678852,10.38337747429014,2.4150110217400766,low,0.0,240.10387014228078,0.7179556749160858
32,10.157933466974063,10.810406032398305,3.458935666088288,low,0.05374804307730777,239.82346287872454,1.0495310470346904
33,11.426645787269692,9.135909632853737,4.278386444404355,low,0.10143376650389935,239.90825208315093,0.5168366459492991
34,7.485668934838085,8.653154364818082,2.7125754294516295,low,0.011313962557393928,239.95687401207684,0.7966020798770712
35,9.088538586362882,8.691309042578643,1.6853109000099704,low,0.0,239.9738582782148,0.5437844290364487
36,10.34192798495765,11.404529724236186,1.8183261923035938,high,0.15585786459016884,59.753246906458926,0.873147192297158
37,10.006970205739838,11.9072240551624,2.5482161175491123,medium,0.0,120.19421282764395,0.9416963356625319
38,9.582991796885386,12.18118435067949,3.7708024312523043,high,0.0,60.06267377033609,1.221120917565648
39,9.393001286808722,10.232012933747479,1.771227079412534,low,0.0,239.98667280837742,1.4385376608079892
40,9.768622028672874,9.694455209352972,3.5177893251941446,low,0.19682182097601578,239.89010346376733,1.0867146341178184
41,12.560568202629554,8.946270506388498,0.9916951873943902,high,0.0,59.910916707170756,0.7460158156348214
42,9.96469687325696,8.880676319436525,2.1831829144896653,high,0.0,59.79799574624722,0.7957828152486235
43,11.736548948821854,9.11572864144474,2.3612145369903024,low,0.013069985595541914,239.9907113600845,0.826783672160628
44,7.660475046265397,8.28027256944249,2.268049381518798,low,0.0,239.95119748898642,0.8088816018256911
45,9.88551841789019,8.907744763409701,3.4563019363461414,medium,0.0,120.08463030000839,0.6622718619686109
46,11.185026143729834,12.021263289040483,2.615064293067805,high,0.013190533415247011,59.89725781110977,1.2594904211614797
47,9.796563476063254,9.190774892571337,3.4770704955894147,low,0.0,240.24734729973878,0.6603201941181012
48,10.69249024286115,14.868807219607834,3.22558739384112,high,0.0,59.98518374230593,0.680093591290757
49,9.150270926836363,9.930943394683093,0.7408651322140001,medium,0.0740725528256462,119.75944551629148,1.1135993459501523
50,9.068961557129162,10.803032642557767,3.6448641690774353,low,0.0,240.06885142898605,1.1538486251292208
