node_id,x,y,demand_kg,priority,lb,ub,service_time_min
1,0.14970559405639072,6.280177221329795,2.5380647558196228,high,0.007394295977952794,59.63172236660302,1.3990971554536755
2,0.4204648329977756,6.169606066445732,1.8881797556499147,high,0.0,59.88148504376755,0.953558602064232
3,10.366721375921754,4.733345858165434,3.48440238166165,medium,0.0,119.84408947834604,0.5465754550696762
4,9.29316023298554,12.874992723403405,3.7441617328557655,low,0.0,239.99420576352455,1.1067898896057593
5,8.81293454556535,12.559981161913381,3.5834690474178257,low,0.0580037965011061,240.01906873471776,0.6688610992950715
6,2.623697451537599,3.12114454150606,2.8166773186034106,medium,0.0,120.13323723462682,0.599000205607776
7,5.176947306094311,9.26270835611085,2.1771587506049146,medium,0.05876041635141655,120.12251355852514,0.9147068305554699
8,16.644727839105983,9.591323240354166,3.4517315952586762,low,0.11527817088932518,240.02023100195646,0.6041409622745185
9,9.954621364217047,15.31005711216929,2.8800782848103,high,0.048592306938425846,60.1175350177023,0.5499363759481253
10,19.856488614720075,11.444805196726666,0.7208703798389551,high,0.0,59.96344898338231,0.699446058301795
11,0.044395392798985966,5.944030069752932,3.5518503276770472,low,0.0735114217687272,240.03654096936017,0.823676762417575
12,5.281533555760676,17.112135509135648,2.7392502494308655,low,0.0,240.09379987830425,1.476117603409651
13,19.07767803637839,15.151325558481702,1.9870722372686176,low,0.1500080133479031,239.96346964807378,0.941276633264286
14,16.726372456228844,7.157239412121472,1.904336468654238,low,0.0,240.1937541263041,0.7163648255008057
15,0.5794825105972579,2.2943010960476884,2.378425340429691,low,0.31095528791843424,240.02187632648977,0.8328363801811107
16,1.1672797370622923,18.614423709334453,3.5189921727107834,medium,0.07412814335048822,119.85442516321824,0.8488957263289082
17,15.062136903952513,12.618182609221636,4.095625404391733,high,0.0,59.90759441060321,0.5493568821359132
18,14.161128124242083,8.109434489523803,3.123367762472441,medium,0.0,119.72675635848415,0.8511764409637205
19,15.090176031253051,7.922762364023878,3.794231711303518,high,0.1870371054575933,60.21247868194815,1.4062298663828576
20,6.546256118391769,0.48667283877192213,3.9320861589294864,low,0.007254278177001525,240.2026145488519,0.8633660924790382
21,10.634396118986622,5.725246688841786,2.8165572808631847,medium,0.1259437397569349,120.11038830484662,0.9006767545831633
22,12.110453351484999,14.503886150195244,3.973896729038068,low,0.16259902352448888,240.00271486710173,1.1360273553931308
23,9.397885756415453,17.736843370660655,1.461943165208543,high,0.0,59.98285959903442,1.0516579191759614
24,11.18686841308348,8.123492736130494,3.1626935029366776,medium,0.1840502748153996,119.75558895260954,1.3659391251645305
25,14.07640333043378,10.10167220656262,2.7158970424543005,low,0.0,240.01788393142527,0.9422489078182764
26,10.867066492189114,14.969979579441134,2.363539934141496,medium,0.034636875940707385,120.0268231874002,0.569625135066284
27,6.26411503869869,13.852874113044727,3.457664017638398,high,0.3232667632657412,59.71332227135116,1.4546376239998406
28,2.2745716038488117,14.581594173628066,3.574659514894406,low,0.04819760216413607,240.07469481549876,1.0061950578434584
29,16.506615869672768,1.3109179821803174,1.9931222021034762,low,0.0,239.99600555502252,0.6500840065261427
30,5.396316408476467,14.887732259666375,1.6973555907923306,low,0.0,240.11550291326625,1.4629193409829768
31,5.84944765346854,19.22949152921352,2.3415481911883873,medium,0.0,119.89213003428752,1.1958243434198645
32,1.3798909578810536,5.069687483159546,2.273771448183643,high,0.0,59.99873632223511,1.1562183746967938
33,7.331578003793977,11.27877963762447,4.028311124895439,low,0.05149437730760199,240.12270693662305,1.0021918644756984
34,8.456420929425072,5.307183095480406,3.319735779393806,low,0.0,240.21043888097617,0.7607920323468254
35,7.314579903031562,1.6333834232809452,1.5358292647021825,low,0.2114460318962189,239.99505510755978,1.110685282610636
36,0.5212954341744647,5.31104127105277,4.491352132851274,medium,0.0,119.81116083285727,1.449710769908098
37,2.1881132129742076,11.52638054103335,2.807105119978374,low,0.008494755420329228,239.98901770325435,0.7514467408582036
38,5.394693060243991,8.802082382487582,3.7036365038091454,low,0.17571613343685613,240.19976511745682,1.4816816996839535
39,13.22029413262009,1.7932952400248237,3.1528114719536062,low,0.0,240.06671314649188,1.4322901767459848
40,14.066625273730239,4.474580384166513,4.494963194161962,high,0.0,59.97675951908491,1.123118239691972
41,1.7131137389551476,2.742990728694723,0.633040015738791,low,0.18343630862459778,239.8323423999702,1.38315412236549
42,9.70368353515621,17.629693861304197,4.323845652135237,medium,0.0,120.08740821605971,1.4565709368633493
43,17.374244376181757,8.98226726447022,3.5391375501453526,low,0.13246256214158575,240.1367113314511,0.6467140779008451
44,11.979405251546975,3.158938931981452,3.7964808832409767,medium,0.0,119.91988554802276,1.3432054375337898
45,2.9457171088131884,17.17420075909423,1.9964233290162894,medium,0.0,120.1861282215359,0.5261586808815591
46,14.130643661801493,0.5618482106262745,3.7922122742099433,low,0.0,239.99108610152825,1.4456277400457203
47,19.375282656302264,2.464014794130087,3.3171633384263055,medium,0.046464397689234244,119.99344567121496,0.6196834223987117
48,4.0573430070568595,16.73416202378774,3.795676022902586,low,0.158075328560822,239.92188022422695,1.4021779529025893
49,15.05625354150328,14.072817088173181,1.4644523153315157,high,0.06445515938635228,60.20210917529874,0.580202897822398
50,6.741475306258156,6.686499135975876,1.9153496612965046,low,0.0,239.8935302963691,0.5728497368253844
