node_id,x,y,demand_kg,priority,lb,ub,service_time_min
1,19.07939620161085,6.593301228710587,3.389586822657672,low,0.0,239.98436776748568,1.252761271145106
2,18.780356001035706,0.9602540138479809,3.046558780183472,low,0.14239443791029427,239.786410578669,0.7742931039471398
3,16.040483339209437,3.6005869518090927,0.745238152909113,low,0.0,240.07644779984162,0.6898881992512115
4,5.025441129264479,6.22441880952419,2.7149394701225753,low,0.09984765618865116,240.04065074365712,0.7403585353835436
5,14.795568531746554,4.895669057669401,2.0209939189685215,medium,0.0,119.88390958881084,0.6239957156334047
6,17.181962652095738,8.04375912761325,4.448713275508263,low,0.0,239.97784502957418,0.6411686044815104
7,7.568145035532803,7.536489377131392,2.1406747557272148,low,0.0,240.07459996288523,0.7790448515567703
8,14.553581138666258,17.785062527041063,1.9868828615924103,low,0.0006835824075732557,239.95097512536788,1.3636660032906953
9,16.16176218050028,16.75494759790458,1.869078739939606,low,0.18915013396905161,239.8231678885576,0.8128742780988139
10,0.6419648299715441,18.243815130200407,1.3031499741786603,low,0.19828709484011958,240.17609800856613,0.8773193868994491
11,18.883524746290107,2.4419831428036587,3.120813602934328,medium,0.0,119.9578872772742,1.3487136120428889
12,2.1436061853939115,3.4065313120922114,2.799271543525198,low,0.0,239.89070877774716,1.009077136935061
13,11.266032772186794,5.241872308716324,1.4734659270370951,medium,0.08562679729811697,119.96325160186107,0.6642486707213202
14,7.410669214769303,1.9297989429002271,2.8880972774473417,high,0.0,60.08536902849016,1.3557883845421035
15,13.08301750318696,5.2343517448741395,2.8990941981062086,medium,0.0,120.07446918994775,1.488425053147522
16,0.7617156891713295,17.633367463693926,3.811527601328997,medium,0.09676315401392592,119.99501607961102,1.0141653206296801
17,6.536958192337292,4.512832990483952,2.1239561232900797,low,0.06030065819302366,240.02213066935087,0.9004965996987528
18,15.338436610220615,9.70533656080401,1.6533757529020354,low,0.15860611873990688,240.04536898489113,1.1602373544521765
19,3.006601813828411,3.1678537822406505,3.8269355342304285,low,0.006516306036703747,240.10146477259048,1.376405666143937
20,2.881219384694771,12.137863802293722,4.425487316000675,low,0.0,240.2261668556017,1.2669136233290121
21,3.8996055040182576,10.78802084490091,3.0076398926666617,high,0.0,59.81620721586652,0.7469827293737585
22,15.527543834755457,3.866281723529208,1.6305240983604863,high,0.06338244193826723,59.813044089392754,0.5879696053433219
23,9.53352114392564,10.839022193032575,3.2283257321229826,medium,0.1490682391715585,119.89746147610369,0.8798647788647544
24,6.267014139034773,0.38530678196518675,3.808385694580762,low,0.022719730367214096,240.05867631660183,0.6137448754179807
25,12.65207297568385,9.801479530702043,3.588403822387489,medium,0.0,120.15149823954881,0.8678611031099451
26,4.158436821478229,3.0192981178875034,3.103235616908955,medium,0.372991503339827,120.20807340881787,1.425096953926709
27,5.513671033719946,6.376210520050922,2.143228566381445,medium,0.0,120.25271798592487,1.1474042315488435
28,10.378855495476563,4.452744283621131,1.8488087345849187,low,0.16167093146181485,239.9597615063106,1.3685362103627179
29,16.39697945791642,1.6614002927207072,0.6045739220845792,medium,0.08764878272833591,120.29796182346746,1.0558944141260556
30,9.203138282445437,8.412178676602743,2.061731716320925,low,0.0,240.01229022329295,0.7380182463031744
31,15.728454274549861,3.625847864497531,0.965717632434099,medium,0.22460104329938746,120.07648246062261,0.7574694496975743
32,17.618994191436546,4.196592517672402,4.161663673556317,low,0.0,240.07889513930945,0.588113189696072
33,4.063230057723308,18.652269531622473,2.5517557093718364,low,0.0,240.16955115912768,0.934964868717304
34,15.97436779933487,0.3982047148403667,3.2024626504148417,medium,0.23492873647910864,120.09291960497106,1.2297613775244685
35,4.987012722302893,4.152215440890396,3.1068415538079908,medium,0.0,119.93874879089977,0.5772469345034137
36,10.826918310417359,16.38338197305187,1.9951740524663588,medium,0.0,119.88981303166629,0.6244480025979746
37,11.426503635644929,1.8074204782252634,2.7599728458794597,high,0.0,59.979707661355235,0.6675407577206374
38,12.49139343867479,13.817959116233169,1.2981860862077745,low,0.0,240.17205113823175,0.8361636024066624
