instance_id,random_seed,method_name,scenario_id,scenario_class,n,eligible_share,eligible_share_target,number_of_drones,number_of_trucks,endurance_level,speed_ratio,spatial_pattern,launch_retrieval_time_class,priority_weight_profile,battery_slack_ratio,priority_weight_high,priority_weight_medium,priority_weight_low,depot_position,objective_total,truck_travel_cost,drone_travel_cost,waiting_sync_cost,penalty_cost,priority_tardiness_cost,high_priority_tardiness_minutes,medium_priority_tardiness_minutes,low_priority_tardiness_minutes,total_priority_tardiness_minutes,high_priority_tardiness_weighted_cost,medium_priority_tardiness_weighted_cost,low_priority_tardiness_weighted_cost,fixed_deployment_cost,makespan_minutes,truck_route_distance_km,drone_flight_distance_km,customers_served_by_truck,customers_served_by_drone,drone_service_share,number_of_drone_launches,number_of_drone_retrievals,average_customers_per_drone_sortie,average_customers_per_drone_route,total_truck_waiting_time,total_drone_waiting_time,average_synchronization_delay,maximum_synchronization_delay,delayed_rendezvous_events,average_battery_usage_ratio,maximum_battery_usage_ratio,sorties_near_endurance_limit,infeasible_battery_attempts_rejected,eligible_not_assigned_due_battery,cpu_time_seconds,iterations,improving_moves_accepted,candidate_reassignments_evaluated,final_solution_feasibility_flag,status,run_label,truck_only_objective,truck_only_distance,simple_drone_objective,improvement_vs_truck_only_pct,improvement_vs_simple_drone_pct,truck_distance_reduction_pct,is_feasible_run,reporting_policy,reporting_penalty_value,objective_for_reporting,reporting_included,truck_only_objective_reported,simple_drone_objective_reported,improvement_vs_truck_only_reported_pct,improvement_vs_simple_drone_reported_pct
S0010_R01,1002027,truck_only,S0010,n15_p0.25_d1_uniform_Ehigh_V1.25_Hlong_PWbase_B0.10,15,0.26666666666666666,0.25,1,3,high,1.25,uniform,long,base,0.1,100.0,20.0,1.0,peripheral,1933.6252334717115,155.53382942739225,0.0,0.0,1778.0914040443192,1778.0914040443192,17.780914040443193,0.0,0.0,17.780914040443193,1778.0914040443192,0.0,0.0,0.0,143.98070697839444,194.41728678424033,0.0,15,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.01181650161743164,0.0,0.0,0.0,True,feasible,baseline_truck_only,1933.6252334717115,194.41728678424033,,,,0.0,True,feasible_only,0.0,1933.6252334717115,True,1933.6252334717115,,,
S0010_R01,1002027,nils,S0010,n15_p0.25_d1_uniform_Ehigh_V1.25_Hlong_PWbase_B0.10,15,0.26666666666666666,0.25,1,3,high,1.25,uniform,long,base,0.1,100.0,20.0,1.0,peripheral,145.80669768803904,129.19204600769626,16.61465168034276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.7663708805362,161.49005750962033,55.38217226780921,11,4,0.26666666666666666,1,1,4.0,4.0,0.0,0.0,0.0,0.0,0,0.8855782939953274,0.8855782939953274,0,0,0,0.3330385684967041,25.0,6.0,10.0,True,feasible,nils_complete,1933.6252334717115,194.41728678424033,,92.45941275671855,,16.93636909518332,True,feasible_only,0.0,145.80669768803904,True,1933.6252334717115,,92.45941275671855,
S0010_R01,1002027,feasibility_aware_alns,S0010,n15_p0.25_d1_uniform_Ehigh_V1.25_Hlong_PWbase_B0.10,15,0.26666666666666666,0.25,1,3,high,1.25,uniform,long,base,0.1,100.0,20.0,1.0,peripheral,1922.4215609487746,151.81184583090084,0.0,0.0,1770.6097151178737,1770.6097151178737,17.70609715117874,0.0,0.0,17.70609715117874,1770.6097151178737,0.0,0.0,0.0,136.0798447323201,189.76480728862603,0.0,15,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,8.472220182418823,40.0,0.0,40.0,True,feasible,benchmark_feasibility_aware_alns,1933.6252334717115,194.41728678424033,,0.5794128215228797,,2.393037971349488,True,feasible_only,0.0,1922.4215609487746,True,1933.6252334717115,,0.5794128215228797,
S0047_R01,4702027,truck_only,S0047,n75_p0.25_d3_uniform_Emedium_V1.25_Hlong_PWmoderate_B0.10,75,0.25333333333333335,0.25,3,3,medium,1.25,uniform,long,moderate,0.1,20.0,5.0,1.0,peripheral,29067.29047331416,495.11777326324795,0.0,0.0,28572.17270005091,28572.17270005091,1168.0458742811088,719.497442733237,1613.7680007625506,3501.3113177768964,23360.917485622176,3597.487213666185,1613.7680007625506,0.0,426.78810760057615,618.89721657906,0.0,75,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.12651538848876953,0.0,0.0,0.0,True,feasible,baseline_truck_only,29067.29047331416,618.89721657906,,,,0.0,True,feasible_only,0.0,29067.29047331416,True,29067.29047331416,,,
S0047_R01,4702027,nils,S0047,n75_p0.25_d3_uniform_Emedium_V1.25_Hlong_PWmoderate_B0.10,75,0.25333333333333335,0.25,3,3,medium,1.25,uniform,long,moderate,0.1,20.0,5.0,1.0,peripheral,7499.625620991532,249.54219632983532,35.76313393449014,0.0,7214.320290727206,7214.320290727206,345.5748823739412,60.564528649676575,0.0,406.13941102361775,6911.497647478824,302.82264324838286,0.0,0.0,234.97652258186343,311.92774541229426,119.21044644830049,62,13,0.17333333333333334,3,3,4.333333333333333,4.333333333333333,0.0,0.0,0.0,0.0,0,0.8268260593541963,0.8934185154211707,0,476,476,9.321892738342285,25.0,14.0,277.0,True,feasible,nils_complete,29067.29047331416,618.89721657906,,74.19908942707706,,49.59942668081985,True,feasible_only,0.0,7499.625620991532,True,29067.29047331416,,74.19908942707706,
S0047_R01,4702027,feasibility_aware_alns,S0047,n75_p0.25_d3_uniform_Emedium_V1.25_Hlong_PWmoderate_B0.10,75,0.25333333333333335,0.25,3,3,medium,1.25,uniform,long,moderate,0.1,20.0,5.0,1.0,peripheral,9726.701803226935,282.8081018307796,0.0,0.0,9443.893701396155,9443.893701396155,436.6535361517989,142.16459567203503,0.0,578.8181318238339,8733.070723035979,710.8229783601752,0.0,0.0,271.5579374874315,353.5101272884746,0.0,75,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.841825723648071,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns,29067.29047331416,618.89721657906,,66.53729451612719,,42.88064030365274,True,feasible_only,0.0,9726.701803226935,True,29067.29047331416,,66.53729451612719,
S0056_R01,5602027,truck_only,S0056,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWstrict_B0.10,100,0.25,0.25,3,3,low,2.0,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,943520.9471014844,673.4986878254468,0.0,0.0,942847.448413659,942847.448413659,3840.9379696900814,4291.434925901221,3002.4574395943428,11134.830335185645,768187.5939380163,171657.39703604882,3002.4574395943428,0.0,609.6101977977413,841.8733597818089,0.0,100,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.16141843795776367,0.0,0.0,0.0,False,infeasible,baseline_truck_only,943520.9471014844,841.8733597818089,,,,0.0,False,feasible_only,0.0,,False,,,,
S0056_R01,5602027,nils,S0056,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWstrict_B0.10,100,0.25,0.25,3,3,low,2.0,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,221197.5547641442,281.6397811520257,41.74914391176522,0.0,220874.1658390804,220874.1658390804,838.5338545582752,1296.0668812174981,1324.7196787253888,3459.3204145011623,167706.77091165504,51842.675248699925,1324.7196787253888,0.0,379.5596852534228,352.04972644003215,139.16381303921742,89,11,0.11,3,3,3.6666666666666665,3.6666666666666665,0.0,0.0,0.0,0.0,0,0.8657792676175116,0.8991018269521948,0,834,834,41.48527240753174,25.0,19.0,414.0,True,feasible,nils_complete,943520.9471014844,841.8733597818089,,76.5561585629161,,58.18257908395224,True,feasible_only,0.0,221197.5547641442,True,,,,
S0056_R01,5602027,feasibility_aware_alns,S0056,n100_p0.25_d3_uniform_Elow_V2.00_Hlong_PWstrict_B0.10,100,0.25,0.25,3,3,low,2.0,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,171731.47265638836,326.60930116278945,0.0,0.0,171404.86335522556,171404.86335522556,650.0731552064848,1034.5927874967222,6.520814059720209,1691.186756762927,130014.63104129696,41383.711499868885,6.520814059720209,0.0,305.30272309409804,408.2616264534869,0.0,100,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,11.869489431381226,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns,943520.9471014844,841.8733597818089,,81.79887015927405,,51.50557720946326,True,feasible_only,0.0,171731.47265638836,True,,,,
S0050_R01,5002027,truck_only,S0050,n75_p0.75_d3_uniform_Elow_V1.25_Hlong_PWbase_B0.10,75,0.7466666666666667,0.75,3,3,low,1.25,uniform,long,base,0.1,100.0,20.0,1.0,peripheral,180609.76558041808,466.02360673511976,0.0,0.0,180143.74197368298,180143.74197368298,1520.9699572957343,1382.5195837892713,396.3545683241037,3299.8441094091095,152096.99572957342,27650.391675785428,396.3545683241037,0.0,405.65722418435735,582.5295084188996,0.0,75,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.07567524909973145,0.0,0.0,0.0,True,feasible,baseline_truck_only,180609.76558041808,582.5295084188996,,,,0.0,True,feasible_only,0.0,180609.76558041808,True,180609.76558041808,,,
