node_id,x,y,demand_kg,priority,lb,ub,service_time_min
1,19.451011146482905,14.201932605312566,1.993136050771994,high,0.0,59.975577853624664,0.6357464246698351
2,16.343389485681797,1.460282262345487,2.655768900019555,low,0.05138324935232623,239.99216813145213,0.7042004104268452
3,19.338526419080246,15.197248986068013,1.4749911790808339,low,0.0,239.93109154172438,0.9119230385169693
4,6.7240400073790845,2.3597511436454854,3.471879157590811,medium,0.07790094485094218,120.1383232277196,1.1763528550951534
5,4.871840320213662,9.970705044252702,4.1216574919666735,high,0.06817881462839322,59.92293369262816,0.5299966135467215
6,3.851490818723491,19.80967071191915,4.16313449377833,medium,0.0,120.28035662671184,0.9746443453662876
7,11.58501048518689,3.9765318771262725,2.7955779584207643,medium,0.02253090809604205,120.04290909323994,1.1780483586508919
8,6.660154953259125,6.9268201902393205,1.3351225426785631,medium,0.0,119.94808283600322,1.32373155947688
9,7.881742303659694,14.459995345973791,4.3066408873716595,high,0.0,60.180153300632774,0.5757234126712489
10,18.671702513969283,1.582183695508077,3.897907933452537,low,0.0,239.9639972198231,0.701464022092175
11,2.6823725854859504,18.434438862890946,0.9430240719207541,low,0.0,239.866207808948,0.7092704234289253
12,10.304944575577759,17.824497953958005,3.239092130391283,low,0.15103331408870146,239.9763463571426,1.189177812965681
13,19.75872043532272,0.5967450478812952,3.1869485203243495,medium,0.0,120.0611287470485,1.0225135048245857
14,4.348622090314591,0.40982592983462185,2.4657289290723083,low,0.16846888365969553,239.99419366208932,1.1579379907010392
15,10.186769432063084,17.04187769145391,1.8263671680811004,low,0.0,239.97279249910767,1.4105802223577513
16,7.447169735280341,3.0022359487074968,1.4446406375997212,high,0.0,60.10886751492865,1.1679934686066944
17,12.670505121484057,17.190632162276568,4.230139430938603,high,0.0038817621736836963,60.030931957553335,1.4652598896550124
18,5.131912150615124,9.748017634880608,2.0232536533518357,low,0.1017369819710567,239.94365570219404,1.0592853934381616
19,6.121883339489558,1.3606674739659286,4.431535901234103,medium,0.15064381248161904,120.07583112690428,0.714092966056329
20,7.281644596058832,16.84523399041183,1.481671229653085,high,0.06068050074733357,60.01243271653021,1.3851238572996827
21,12.717268153086403,12.322133904130947,2.4906390154234797,high,0.0,59.89449050805244,1.299294435042695
22,13.789272350876058,16.780482585173857,2.3992124406712856,medium,0.1036036460411702,119.96396095474246,0.843600769497993
23,9.36534417108026,0.29134278348665443,2.5429286978825907,high,0.0,60.09713186489567,0.9924796274515946
24,8.015319073438858,9.602051879036681,1.359888982733342,low,0.0,240.2240034581793,1.2288677844964089
25,1.5876781292111586,4.534758188877475,3.052713329581224,medium,0.0,119.8568592421903,0.8499952296554507
26,8.571301490460595,9.225056574064077,3.248743018082358,medium,0.10547718008765469,120.11277945902978,1.2379147514077733
27,18.159574159707685,10.928692619866009,2.205560894634788,high,0.0,59.898918979313294,0.6439750629976799
28,3.4430761731407755,3.9002464244001045,1.5233196907275168,medium,0.04555367731044021,120.02908092228519,0.9663497135642419
29,11.260814457546255,18.22946213622439,4.396199081305579,high,0.08451339968554147,60.123267422979936,1.4841785347582406
30,15.661405563877215,8.989027056012365,3.635008112464629,low,0.0001295502508603933,239.80401123025746,0.5936988370944902
31,13.692339153808554,19.455682485841407,0.8481873413028507,medium,0.0,120.08586346479728,1.4466811185176058
32,10.93866411901992,18.71848559664755,2.018372578396634,medium,0.0,119.85646407719283,1.1133000864643177
33,17.803629730518104,8.800455095185375,3.087214491916272,medium,0.0,120.05174839226623,0.9868966605095535
34,7.020502750529372,5.379151223466623,1.3767490621235718,high,0.0,60.077490253428465,0.5656587089078947
35,10.516866503114448,17.207232189007296,3.1037320747652526,medium,0.0,119.90063220422806,0.5425562749844078
36,0.3574017082542258,1.7163312394084618,1.5162920161675624,high,0.0,60.22290878543369,1.2072053214491607
37,13.454963665113603,8.830576447275815,3.1639043712189596,high,0.14078514670538156,60.27385686038944,1.1872881903791825
38,19.978236574073335,14.62379474698627,3.2908512252835194,medium,0.0,120.16180353986593,1.4893624252656934
39,0.6699868843887513,4.326978858697757,2.6721260897425,medium,0.0,119.92133250120042,1.1376235608354168
