instance_id,random_seed,method_name,scenario_id,scenario_class,n,eligible_share,eligible_share_target,number_of_drones,number_of_trucks,endurance_level,speed_ratio,spatial_pattern,launch_retrieval_time_class,priority_weight_profile,battery_slack_ratio,priority_weight_high,priority_weight_medium,priority_weight_low,depot_position,objective_total,truck_travel_cost,drone_travel_cost,waiting_sync_cost,penalty_cost,priority_tardiness_cost,high_priority_tardiness_minutes,fixed_deployment_cost,makespan_minutes,truck_route_distance_km,drone_flight_distance_km,customers_served_by_truck,customers_served_by_drone,drone_service_share,number_of_drone_launches,number_of_drone_retrievals,average_customers_per_drone_sortie,average_customers_per_drone_route,total_truck_waiting_time,total_drone_waiting_time,average_synchronization_delay,maximum_synchronization_delay,delayed_rendezvous_events,average_battery_usage_ratio,maximum_battery_usage_ratio,sorties_near_endurance_limit,infeasible_battery_attempts_rejected,eligible_not_assigned_due_battery,cpu_time_seconds,iterations,improving_moves_accepted,candidate_reassignments_evaluated,final_solution_feasibility_flag,status,run_label,truck_only_objective,truck_only_distance,simple_drone_objective,improvement_vs_truck_only_pct,improvement_vs_simple_drone_pct,truck_distance_reduction_pct,is_feasible_run,reporting_policy,reporting_penalty_value,objective_for_reporting,reporting_included,truck_only_objective_reported,simple_drone_objective_reported,improvement_vs_truck_only_reported_pct,improvement_vs_simple_drone_reported_pct
S0001_R06,102032,truck_only,S0001,n15_p0.25_d1_clustered_Elow_V1.25_Hshort_PWmoderate_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,short,moderate,0.1,20.0,5.0,1.0,peripheral,991.2626326933467,70.84102438360595,0.0,0.0,920.4216083097408,920.4216083097408,46.02108041548704,0.0,164.20600809511419,88.55128047950744,0.0,15,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0030748844146728516,0.0,0.0,0.0,True,feasible,baseline_truck_only,991.2626326933467,88.55128047950744,,,,0.0,True,feasible_only,0.0,991.2626326933467,True,991.2626326933467,,,
S0001_R06,102032,nils,S0001,n15_p0.25_d1_clustered_Elow_V1.25_Hshort_PWmoderate_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,short,moderate,0.1,20.0,5.0,1.0,peripheral,51.94468889233459,43.765690538045426,8.178998354289162,0.0,0.0,0.0,0.0,0.0,103.94846094429283,54.707113172556795,27.263327847630542,13,2,0.13333333333333333,1,1,2.0,2.0,0.0,0.0,0.0,0.0,0,0.7937014172617618,0.7937014172617618,0,48,48,0.19673657417297363,25.0,2.0,5.0,True,feasible,nils_complete,991.2626326933467,88.55128047950744,,94.75974507873899,,38.2198508295799,True,feasible_only,0.0,51.94468889233459,True,991.2626326933467,,94.75974507873899,
S0001_R07,102033,truck_only,S0001,n15_p0.25_d1_clustered_Elow_V1.25_Hshort_PWmoderate_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,short,moderate,0.1,20.0,5.0,1.0,peripheral,4102.976891469282,76.7382421631082,0.0,0.0,4026.2386493061745,4026.2386493061745,195.9982694761195,0.0,179.15900324944099,95.92280270388522,0.0,15,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0033936500549316406,0.0,0.0,0.0,True,feasible,baseline_truck_only,4102.976891469282,95.92280270388522,,,,0.0,True,feasible_only,0.0,4102.976891469282,True,4102.976891469282,,,
S0001_R07,102033,nils,S0001,n15_p0.25_d1_clustered_Elow_V1.25_Hshort_PWmoderate_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,short,moderate,0.1,20.0,5.0,1.0,peripheral,84.80818324004568,84.80818324004568,0.0,0.0,0.0,0.0,0.0,0.0,115.89934225499448,106.01022905005709,0.0,15,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,100,100,0.21821165084838867,25.0,3.0,0.0,True,feasible,nils_complete,4102.976891469282,95.92280270388522,,97.93300850861786,,-10.516192252338442,True,feasible_only,0.0,84.80818324004568,True,4102.976891469282,,97.93300850861786,
S0001_R08,102034,truck_only,S0001,n15_p0.25_d1_clustered_Elow_V1.25_Hshort_PWmoderate_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,short,moderate,0.1,20.0,5.0,1.0,peripheral,2164.6239578976224,69.50775515162545,0.0,0.0,2095.116202745997,2095.116202745997,104.75581013729985,0.0,162.58450359404802,86.88469393953181,0.0,15,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0030837059020996094,0.0,0.0,0.0,True,feasible,baseline_truck_only,2164.6239578976224,86.88469393953181,,,,0.0,True,feasible_only,0.0,2164.6239578976224,True,2164.6239578976224,,,
S0001_R08,102034,nils,S0001,n15_p0.25_d1_clustered_Elow_V1.25_Hshort_PWmoderate_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,short,moderate,0.1,20.0,5.0,1.0,peripheral,127.12462838406371,119.10408236446725,8.020546019596463,0.0,0.0,0.0,0.0,0.0,90.3939981673654,148.88010295558405,26.735153398654877,14,1,0.06666666666666667,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.7638615256758536,0.7638615256758536,0,75,75,0.2282423973083496,25.0,7.0,1.0,True,feasible,nils_complete,2164.6239578976224,86.88469393953181,,94.12717262412947,,-71.35365989687263,True,feasible_only,0.0,127.12462838406371,True,2164.6239578976224,,94.12717262412947,
S0001_R09,102035,truck_only,S0001,n15_p0.25_d1_clustered_Elow_V1.25_Hshort_PWmoderate_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,short,moderate,0.1,20.0,5.0,1.0,peripheral,64.9874093857662,64.9874093857662,0.0,0.0,0.0,0.0,0.0,0.0,153.06063384204077,81.23426173220773,0.0,15,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.004012346267700195,0.0,0.0,0.0,True,feasible,baseline_truck_only,64.9874093857662,81.23426173220773,,,,0.0,True,feasible_only,0.0,64.9874093857662,True,64.9874093857662,,,
S0001_R09,102035,nils,S0001,n15_p0.25_d1_clustered_Elow_V1.25_Hshort_PWmoderate_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,short,moderate,0.1,20.0,5.0,1.0,peripheral,64.9874093857662,64.9874093857662,0.0,0.0,0.0,0.0,0.0,0.0,153.06063384204077,81.23426173220773,0.0,15,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,100,100,0.23955392837524414,25.0,0.0,0.0,True,feasible,nils_complete,64.9874093857662,81.23426173220773,,0.0,,0.0,True,feasible_only,0.0,64.9874093857662,True,64.9874093857662,,0.0,
S0001_R10,102036,truck_only,S0001,n15_p0.25_d1_clustered_Elow_V1.25_Hshort_PWmoderate_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,short,moderate,0.1,20.0,5.0,1.0,peripheral,1190.0201529885185,72.37026080789965,0.0,0.0,1117.6498921806187,1117.6498921806187,53.55725086430716,0.0,169.30589515072595,90.46282600987458,0.0,15,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.00400996208190918,0.0,0.0,0.0,True,feasible,baseline_truck_only,1190.0201529885185,90.46282600987458,,,,0.0,True,feasible_only,0.0,1190.0201529885185,True,1190.0201529885185,,,
S0001_R10,102036,nils,S0001,n15_p0.25_d1_clustered_Elow_V1.25_Hshort_PWmoderate_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,short,moderate,0.1,20.0,5.0,1.0,peripheral,117.46324412447457,109.97459140938977,7.488652715084791,0.0,0.0,0.0,0.0,0.0,100.42010667494228,137.4682392617372,24.962175716949304,14,1,0.06666666666666667,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.7132050204842658,0.7132050204842658,0,75,75,0.2774989604949951,25.0,5.0,1.0,True,feasible,nils_complete,1190.0201529885185,90.46282600987458,,90.12930631220932,,-51.961026783235475,True,feasible_only,0.0,117.46324412447457,True,1190.0201529885185,,90.12930631220932,
S0002_R01,202027,truck_only,S0002,n15_p0.25_d1_clustered_Elow_V1.25_Hmedium_PWstrict_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,medium,strict,0.1,200.0,40.0,1.0,peripheral,11547.08479689203,74.42704579340352,0.0,0.0,11472.657751098626,11472.657751098626,55.468545670245575,0.0,172.21109206473875,93.03380724175437,0.0,15,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.005708932876586914,0.0,0.0,0.0,True,feasible,baseline_truck_only,11547.08479689203,93.03380724175437,,,,0.0,True,feasible_only,0.0,11547.08479689203,True,11547.08479689203,,,
S0002_R01,202027,nils,S0002,n15_p0.25_d1_clustered_Elow_V1.25_Hmedium_PWstrict_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,medium,strict,0.1,200.0,40.0,1.0,peripheral,79.5340332503585,79.5340332503585,0.0,0.0,0.0,0.0,0.0,0.0,111.27324237588883,99.41754156294814,0.0,15,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,100,100,0.2963707447052002,25.0,1.0,0.0,True,feasible,nils_complete,11547.08479689203,93.03380724175437,,99.31121980439802,,-6.861736083319931,True,feasible_only,0.0,79.5340332503585,True,11547.08479689203,,99.31121980439802,
S0002_R02,202028,truck_only,S0002,n15_p0.25_d1_clustered_Elow_V1.25_Hmedium_PWstrict_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,medium,strict,0.1,200.0,40.0,1.0,peripheral,16323.069210171936,68.23984131778201,0.0,0.0,16254.829368854154,16254.829368854154,80.78901257588062,0.0,160.51051780742796,85.2998016472275,0.0,15,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.004682779312133789,0.0,0.0,0.0,True,feasible,baseline_truck_only,16323.069210171936,85.2998016472275,,,,0.0,True,feasible_only,0.0,16323.069210171936,True,16323.069210171936,,,
S0002_R02,202028,nils,S0002,n15_p0.25_d1_clustered_Elow_V1.25_Hmedium_PWstrict_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,medium,strict,0.1,200.0,40.0,1.0,peripheral,126.0112444808305,118.50358753268878,7.507656948141709,0.0,0.0,0.0,0.0,0.0,96.22128941648361,148.129484415861,25.025523160472364,14,1,0.06666666666666667,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.7150149474420676,0.7150149474420676,0,75,75,0.21328425407409668,25.0,7.0,1.0,True,feasible,nils_complete,16323.069210171936,85.2998016472275,,99.22801745885937,,-73.65747815976972,True,feasible_only,0.0,126.0112444808305,True,16323.069210171936,,99.22801745885937,
S0002_R03,202029,truck_only,S0002,n15_p0.25_d1_clustered_Elow_V1.25_Hmedium_PWstrict_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,medium,strict,0.1,200.0,40.0,1.0,peripheral,30041.285708647643,73.32571035979345,0.0,0.0,29967.95999828785,29967.95999828785,149.36365975680394,0.0,171.9548557389477,91.65713794974181,0.0,15,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.005113363265991211,0.0,0.0,0.0,True,feasible,baseline_truck_only,30041.285708647643,91.65713794974181,,,,0.0,True,feasible_only,0.0,30041.285708647643,True,30041.285708647643,,,
S0002_R03,202029,nils,S0002,n15_p0.25_d1_clustered_Elow_V1.25_Hmedium_PWstrict_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,medium,strict,0.1,200.0,40.0,1.0,peripheral,129.5818202799879,121.74635269092994,7.835467589057979,0.0,0.0,0.0,0.0,0.0,95.48346822241523,152.18294086366242,26.118225296859926,13,2,0.13333333333333333,1,1,2.0,2.0,0.0,0.0,0.0,0.0,0,0.7520502413036426,0.7520502413036426,0,50,50,0.22342920303344727,25.0,7.0,3.0,True,feasible,nils_complete,30041.285708647643,91.65713794974181,,99.56865421294971,,-66.03501294913727,True,feasible_only,0.0,129.5818202799879,True,30041.285708647643,,99.56865421294971,
S0002_R04,202030,truck_only,S0002,n15_p0.25_d1_clustered_Elow_V1.25_Hmedium_PWstrict_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,medium,strict,0.1,200.0,40.0,1.0,peripheral,40294.10877576783,81.96592073982728,0.0,0.0,40212.142855028,40212.142855028,193.2245933261226,0.0,188.80971262102793,102.45740092478412,0.0,15,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.004873752593994141,0.0,0.0,0.0,True,feasible,baseline_truck_only,40294.10877576783,102.45740092478412,,,,0.0,True,feasible_only,0.0,40294.10877576783,True,40294.10877576783,,,
S0002_R04,202030,nils,S0002,n15_p0.25_d1_clustered_Elow_V1.25_Hmedium_PWstrict_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,medium,strict,0.1,200.0,40.0,1.0,peripheral,127.34704817617215,119.81831206520044,7.52873611097171,0.0,0.0,0.0,0.0,0.0,94.06000581592849,149.77289008150058,25.095787036572368,14,1,0.06666666666666667,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.7170224867592104,0.7170224867592104,0,75,75,0.23740720748901367,25.0,8.0,1.0,True,feasible,nils_complete,40294.10877576783,102.45740092478412,,99.68395616122238,,-46.18064554599782,True,feasible_only,0.0,127.34704817617215,True,40294.10877576783,,99.68395616122238,
S0002_R05,202031,truck_only,S0002,n15_p0.25_d1_clustered_Elow_V1.25_Hmedium_PWstrict_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,medium,strict,0.1,200.0,40.0,1.0,peripheral,26498.515514921386,57.86611083669905,0.0,0.0,26440.64940408469,26440.64940408469,132.20324702042342,0.0,139.1171127883996,72.3326385458738,0.0,15,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.004149675369262695,0.0,0.0,0.0,True,feasible,baseline_truck_only,26498.515514921386,72.3326385458738,,,,0.0,True,feasible_only,0.0,26498.515514921386,True,26498.515514921386,,,
S0002_R05,202031,nils,S0002,n15_p0.25_d1_clustered_Elow_V1.25_Hmedium_PWstrict_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,medium,strict,0.1,200.0,40.0,1.0,peripheral,50.377344624289556,42.33016833605715,8.047176288232407,0.0,0.0,0.0,0.0,0.0,104.32779191594241,52.912710420071434,26.82392096077469,14,1,0.06666666666666667,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.7663977417364197,0.7663977417364197,0,50,50,0.18139982223510742,25.0,1.0,3.0,True,feasible,nils_complete,26498.515514921386,72.3326385458738,,99.80988616288366,,26.84808478745889,True,feasible_only,0.0,50.377344624289556,True,26498.515514921386,,99.80988616288366,
S0002_R06,202032,truck_only,S0002,n15_p0.25_d1_clustered_Elow_V1.25_Hmedium_PWstrict_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,medium,strict,0.1,200.0,40.0,1.0,peripheral,26097.74155973711,67.41996030400384,0.0,0.0,26030.321599433108,26030.321599433108,130.15160799716554,0.0,157.74210711323093,84.2749503800048,0.0,15,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0036284923553466797,0.0,0.0,0.0,True,feasible,baseline_truck_only,26097.74155973711,84.2749503800048,,,,0.0,True,feasible_only,0.0,26097.74155973711,True,26097.74155973711,,,
S0002_R06,202032,nils,S0002,n15_p0.25_d1_clustered_Elow_V1.25_Hmedium_PWstrict_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,medium,strict,0.1,200.0,40.0,1.0,peripheral,111.59388694222588,111.59388694222588,0.0,0.0,0.0,0.0,0.0,0.0,95.61622487483669,139.4923586777823,0.0,15,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,100,100,0.21653532981872559,25.0,5.0,0.0,True,feasible,nils_complete,26097.74155973711,84.2749503800048,,99.57240021445232,,-65.52054679213252,True,feasible_only,0.0,111.59388694222588,True,26097.74155973711,,99.57240021445232,
S0002_R07,202033,truck_only,S0002,n15_p0.25_d1_clustered_Elow_V1.25_Hmedium_PWstrict_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,medium,strict,0.1,200.0,40.0,1.0,peripheral,7278.911970899877,60.44208195992272,0.0,0.0,7218.469888939954,7218.469888939954,36.09234944469977,0.0,143.13207897861574,75.5526024499034,0.0,15,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.003031492233276367,0.0,0.0,0.0,True,feasible,baseline_truck_only,7278.911970899877,75.5526024499034,,,,0.0,True,feasible_only,0.0,7278.911970899877,True,7278.911970899877,,,
S0002_R07,202033,nils,S0002,n15_p0.25_d1_clustered_Elow_V1.25_Hmedium_PWstrict_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,medium,strict,0.1,200.0,40.0,1.0,peripheral,51.48609360079755,43.19321274105201,8.292880859745544,0.0,0.0,0.0,0.0,0.0,104.65252640400678,53.991515926315,27.642936199151816,13,2,0.13333333333333333,1,1,2.0,2.0,0.0,0.0,0.0,0.0,0,0.7929416247041269,0.7929416247041269,0,50,50,0.19746851921081543,25.0,2.0,3.0,True,feasible,nils_complete,7278.911970899877,75.5526024499034,,99.29266772552502,,28.53784757167682,True,feasible_only,0.0,51.48609360079755,True,7278.911970899877,,99.29266772552502,
S0002_R08,202034,truck_only,S0002,n15_p0.25_d1_clustered_Elow_V1.25_Hmedium_PWstrict_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,medium,strict,0.1,200.0,40.0,1.0,peripheral,150.57961541133932,70.56342717003146,0.0,0.0,80.01618824130787,80.01618824130787,0.0,0.0,162.97852155414876,88.2042839625393,0.0,15,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.005374431610107422,0.0,0.0,0.0,True,feasible,baseline_truck_only,150.57961541133932,88.2042839625393,,,,0.0,True,feasible_only,0.0,150.57961541133932,True,150.57961541133932,,,
S0002_R08,202034,nils,S0002,n15_p0.25_d1_clustered_Elow_V1.25_Hmedium_PWstrict_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,medium,strict,0.1,200.0,40.0,1.0,peripheral,120.30406322754641,120.30406322754641,0.0,0.0,0.0,0.0,0.0,0.0,100.17407425988759,150.38007903443298,0.0,15,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,100,100,0.1882762908935547,25.0,3.0,0.0,True,feasible,nils_complete,150.57961541133932,88.2042839625393,,20.106009768379995,,-70.4906749181253,True,feasible_only,0.0,120.30406322754641,True,150.57961541133932,,20.106009768379995,
S0002_R09,202035,truck_only,S0002,n15_p0.25_d1_clustered_Elow_V1.25_Hmedium_PWstrict_B0.10,15,0.26666666666666666,0.25,1,3,low,1.25,clustered,medium,strict,0.1,200.0,40.0,1.0,peripheral,24190.05572312179,69.53649384736885,0.0,0.0,24120.51922927442,24120.51922927442,120.6025961463721,0.0,162.37048858081693,86.92061730921105,0.0,15,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.005609035491943359,0.0,0.0,0.0,True,feasible,baseline_truck_only,24190.05572312179,86.92061730921105,,,,0.0,True,feasible_only,0.0,24190.05572312179,True,24190.05572312179,,,
